source_index,annotator,test_row_id,referent,EN_source_sentence,EN_masculine_sentence,EN_feminine_sentence,rating,decision,judge_decision,eval_strategy_label
365,annotator_2,331.0,acquaintance,I believe the Queen has an old acquaintance there.,"I believe the Queen has an old acquaintance, a gentleman, there.","I believe the Queen has an old acquaintance, a lady, there.",good,accept,accept,context_modifier
366,annotator_2,332.0,buddy,"Bring your date, your bae, your buddy, your loved one and learn how to paint this beautiful and serene beach scene.","Bring your date, your bae, your male buddy, your loved one and learn how to paint this beautiful and serene beach scene.","Bring your date, your bae, your female buddy, your loved one and learn how to paint this beautiful and serene beach scene.",good,accept,accept,adjective
367,annotator_2,333.0,teen,This is especially true if your teen is abusing drugs or alcohol.,This is especially true if your teen son is abusing drugs or alcohol.,This is especially true if your teen daughter is abusing drugs or alcohol.,good,accept,accept,context_modifier
368,annotator_2,334.0,explorer,"I am a doctor, not a space explorer.","I am a doctor, not a male space explorer.","I am a doctor, not a female space explorer.",good,accept,accept,adjective
369,annotator_2,335.0,visitor,"With 146 students and a faculty that, as a visitor once noted, would be the envy of any small college, let alone school, we are in good institutional health and are poised to thrive for the longer term.","With 146 students and a faculty that, as a visitor once noted, he would say would be the envy of any small college, let alone school, we are in good institutional health and are poised to thrive for the longer term.","With 146 students and a faculty that, as a visitor once noted, she would say would be the envy of any small college, let alone school, we are in good institutional health and are poised to thrive for the longer term.",good,accept,accept,pronoun_insertion
370,annotator_2,336.0,athlete,"Your first goal should be to enjoy thoroughly the activity you pursue, and if you are a focused ""one-sport"" endurance athlete, to add variety and find alternate forms of exercise that you can fall back upon in times of injury.","Your first goal should be to enjoy thoroughly the activity you pursue, sir, and if you are a focused ""one-sport"" endurance athlete, to add variety and find alternate forms of exercise that you can fall back upon in times of injury.","Your first goal should be to enjoy thoroughly the activity you pursue, ma'am, and if you are a focused ""one-sport"" endurance athlete, to add variety and find alternate forms of exercise that you can fall back upon in times of injury.",good,accept,accept,sir_maam
371,annotator_2,337.0,psychologist,"We have a pain psychologist as a member of our practice to help us identify patients who may need treatment for addiction issues very early in the process, improving the likelihood successful treatment.","We have a pain psychologist, Mr. Brown, as a member of our practice to help us identify patients who may need treatment for addiction issues very early in the process, improving the likelihood successful treatment.","We have a pain psychologist, Mrs. Brown, as a member of our practice to help us identify patients who may need treatment for addiction issues very early in the process, improving the likelihood successful treatment.",good,accept,accept,title_insertion
372,annotator_2,338.0,dancer,You were asking about gold bricks with a Balinese dancer on them.,You were asking about gold bricks with a male Balinese dancer on them.,You were asking about gold bricks with a female Balinese dancer on them.,good,accept,accept,adjective
373,annotator_2,339.0,lover,"This lowly, handless, deeply unattractive mud- lover... is a pig.","This lowly, handless, deeply unattractive mud- lover, my father, ... is a pig.","This lowly, handless, deeply unattractive mud- lover, my mother, ... is a pig.",good,accept,accept,relational_insertion
374,annotator_2,340.0,opponent,Their opponent tonight is none other than the world famous champion from nowhere.,Their male opponent tonight is none other than the world famous champion from nowhere.,Their female opponent tonight is none other than the world famous champion from nowhere.,good,accept,accept,adjective
375,annotator_2,341.0,mechanic,So if you wanted to fix old cars... then you' re supposed to be an auto mechanic.,"So if you wanted to fix old cars... then you' re supposed to be an auto mechanic, sir.","So if you wanted to fix old cars... then you' re supposed to be an auto mechanic, ma'am.",good,accept,accept,sir_maam
376,annotator_2,342.0,receptionist,Select the movie of his/her choice from our catalogue and let our receptionist or the stylist know which movie your child would like to watch while having the haircut.,"Select the movie of his/her choice from our catalogue and let our receptionist, Mr. Fitzgerald, or the stylist know which movie your child would like to watch while having the haircut.","Select the movie of his/her choice from our catalogue and let our receptionist, Mrs. Fitzgerald, or the stylist know which movie your child would like to watch while having the haircut.",good,accept,accept,title_insertion
377,annotator_2,343.0,buddy,"All right, buddy, I' m off.","All right, buddy, sir, I' m off.","All right, buddy, ma'am, I' m off.",meh,accept,accept,sir_maam
378,annotator_2,344.0,hairstylist,"Selecting an appropriate shade and tone of jaw-length inverted curly brunette bob hairstyles may be complicated, so speak with your hairstylist regarding which color and shade could appear best with your face tone.","Selecting an appropriate shade and tone of jaw-length inverted curly brunette bob hairstyles may be complicated, so speak with your hairstylist, Mr. Garcia, regarding which color and shade could appear best with your face tone.","Selecting an appropriate shade and tone of jaw-length inverted curly brunette bob hairstyles may be complicated, so speak with your hairstylist, Mrs. Garcia, regarding which color and shade could appear best with your face tone.",good,accept,accept,title_insertion
379,annotator_2,345.0,baker,"The latest offering is The Baker and the Beauty, which follows the romance between an ordinary baker and an international superstar.","The latest offering is The Baker and the Beauty, which follows the romance between an ordinary baker — a man — and an international superstar.","The latest offering is The Baker and the Beauty, which follows the romance between an ordinary baker — a woman — and an international superstar.",good,accept,accept,appositive_dash
380,annotator_2,346.0,gardener,"One of my friends is a gardener like me, and I found this cute little garden stand card that popped up when it opens.","One of my friends is a gardener like me, and I found him this cute little garden stand card that popped up when it opens.","One of my friends is a gardener like me, and I found her this cute little garden stand card that popped up when it opens.",good,accept,accept,pronoun_insertion
